id,estado,motivo,dimensiones_normalizada,guardada,frente_detectado,espalda_detectada
AIM-P003-172.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=398",545x352,ok-saved,si,si
AIM-P003-173.jpg,ok,"logo separado de bloque ancho x[14:115] | frente/espalda fusionados, separados en x=395",545x352,ok-saved,si,si
AIM-P003-174.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=400",548x353,ok-saved,si,si
AIM-P003-175.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",551x353,ok-saved,si,si
AIM-P003-176.jpg,ok,logo separado de bloque ancho x[15:21],591x352,ok-saved,si,si
AIM-P003-177.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=395",549x352,ok-saved,si,si
AIM-P003-178.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=400",556x352,ok-saved,si,si
AIM-P003-179.jpg,ok,logo separado de bloque ancho x[15:21],397x352,ok-saved,si,si
AIM-P003-180.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",544x352,ok-saved,si,si
AIM-P004-181.jpg,ok,"logo separado de bloque ancho x[5:109] | frente/espalda fusionados, separados en x=399",563x363,ok-saved,si,si
AIM-P004-182.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P004-183.jpg,ok,"logo separado de bloque ancho x[14:115] | frente/espalda fusionados, separados en x=395",545x342,ok-saved,si,si
AIM-P004-184.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",544x352,ok-saved,si,si
AIM-P004-185.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",544x352,ok-saved,si,si
AIM-P004-186.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=398",540x352,ok-saved,si,si
AIM-P004-187.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",548x352,ok-saved,si,si
AIM-P004-188.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P004-189.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=399",549x353,ok-saved,si,si
AIM-P004-190.jpg,ok,"logo separado de bloque ancho x[91:703] | frente/espalda fusionados, separados en x=2389",700x452,ok-saved,si,si
AIM-P004-191.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",548x352,ok-saved,si,si
AIM-P004-192.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",545x353,ok-saved,si,si
AIM-P004-193.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=398",548x352,ok-saved,si,si
AIM-P004-194.jpg,ok,"logo separado de bloque ancho x[14:115] | frente/espalda fusionados, separados en x=395",545x352,ok-saved,si,si
AIM-P004-195.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",547x352,ok-saved,si,si
AIM-P004-196.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=398",550x353,ok-saved,si,si
AIM-P004-197.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P004-198.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=400",544x352,ok-saved,si,si
AIM-P004-199.jpg,ok,"logo separado de bloque ancho x[3:107] | frente/espalda fusionados, separados en x=395",562x362,ok-saved,si,si
AIM-P004-200.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P004-201.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",547x352,ok-saved,si,si
AIM-P004-202.jpg,ok,"logo separado de bloque ancho x[91:703] | frente/espalda fusionados, separados en x=2388",700x453,ok-saved,si,si
AIM-P004-203.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",547x352,ok-saved,si,si
AIM-P004-204.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=400",545x353,ok-saved,si,si
AIM-P004-205.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",543x353,ok-saved,si,si
AIM-P004-206.jpg,ok,"logo separado de bloque ancho x[15:116] | frente/espalda fusionados, separados en x=397",543x352,ok-saved,si,si
AIM-P004-207.jpg,ok,"logo separado de bloque ancho x[14:115] | frente/espalda fusionados, separados en x=395",545x352,ok-saved,si,si
AIM-P004-208.jpg,ok,"logo separado de bloque ancho x[15:115] | frente/espalda fusionados, separados en x=397",549x352,ok-saved,si,si
